"No.","Time","Source","Destination","Protocol","Length","ID","Info"
"1021","01:50:29.351482292","151.101.65.140","10.0.0.214","TCP","1450","","443  >  53024 [ACK] Seq=36171 Ack=1993 Win=72192 Len=1384 TSval=1242354548 TSecr=2359524146 [TCP segment of a reassembled PDU]"
"1022","01:50:29.351539442","10.0.0.214","151.101.65.140","TCP","78","","[TCP Dup ACK 1020#1] 53024  >  443 [ACK] Seq=1993 Ack=23715 Win=50048 Len=0 TSval=2359524183 TSecr=1242354542 SLE=26483 SRE=37555"
"1023","01:50:29.351567161","151.101.65.140","10.0.0.214","TCP","2834","","[TCP Out-Of-Order] 443  >  53024 [ACK] Seq=23715 Ack=1993 Win=72192 Len=2768 TSval=1242354543 TSecr=2359524146"
"1024","01:50:29.351574434","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=37555 Win=42624 Len=0 TSval=2359524183 TSecr=1242354543"
"1025","01:50:29.352324150","151.101.65.140","10.0.0.214","TCP","1450","","443  >  53024 [ACK] Seq=37555 Ack=1993 Win=72192 Len=1384 TSval=1242354549 TSecr=2359524146 [TCP segment of a reassembled PDU]"
"1026","01:50:29.352437541","151.101.65.140","10.0.0.214","TCP","1450","","443  >  53024 [ACK] Seq=38939 Ack=1993 Win=72192 Len=1384 TSval=1242354549 TSecr=2359524146 [TCP segment of a reassembled PDU]"
"1027","01:50:29.352456334","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=40323 Win=58624 Len=0 TSval=2359524184 TSecr=1242354549"
"1028","01:50:29.353076253","151.101.65.140","10.0.0.214","TCP","1450","","443  >  53024 [ACK] Seq=40323 Ack=1993 Win=72192 Len=1384 TSval=1242354550 TSecr=2359524146 [TCP segment of a reassembled PDU]"
"1029","01:50:29.353282214","151.101.65.140","10.0.0.214","TCP","1450","","443  >  53024 [ACK] Seq=41707 Ack=1993 Win=72192 Len=1384 TSval=1242354550 TSecr=2359524146 [TCP segment of a reassembled PDU]"
"1030","01:50:29.353297029","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=43091 Win=66944 Len=0 TSval=2359524185 TSecr=1242354550"
"1031","01:50:29.354189882","151.101.65.140","10.0.0.214","TCP","1450","","443  >  53024 [ACK] Seq=43091 Ack=1993 Win=72192 Len=1384 TSval=1242354551 TSecr=2359524146 [TCP segment of a reassembled PDU]"
"1032","01:50:29.354201911","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=44475 Win=69632 Len=0 TSval=2359524186 TSecr=1242354551"
"1033","01:50:29.354301064","151.101.65.140","10.0.0.214","TCP","1450","","443  >  53024 [ACK] Seq=44475 Ack=1993 Win=72192 Len=1384 TSval=1242354551 TSecr=2359524146 [TCP segment of a reassembled PDU]"
"1034","01:50:29.354308862","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=45859 Win=72448 Len=0 TSval=2359524186 TSecr=1242354551"
"1035","01:50:29.355477767","151.101.65.140","10.0.0.214","TCP","1450","","443  >  53024 [ACK] Seq=45859 Ack=1993 Win=72192 Len=1384 TSval=1242354552 TSecr=2359524146 [TCP segment of a reassembled PDU]"
"1036","01:50:29.355491908","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=47243 Win=75264 Len=0 TSval=2359524187 TSecr=1242354552"
"1037","01:50:29.360813112","151.101.65.140","10.0.0.214","TCP","1450","","443  >  53024 [ACK] Seq=47243 Ack=1993 Win=72192 Len=1384 TSval=1242354560 TSecr=2359524179 [TCP segment of a reassembled PDU]"
"1038","01:50:29.360833983","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=48627 Win=77952 Len=0 TSval=2359524192 TSecr=1242354560"
"1039","01:50:29.360969445","151.101.65.140","10.0.0.214","TCP","5602","","443  >  53024 [ACK] Seq=48627 Ack=1993 Win=72192 Len=5536 TSval=1242354560 TSecr=2359524179 [TCP segment of a reassembled PDU]"
"1040","01:50:29.360977646","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=54163 Win=89088 Len=0 TSval=2359524192 TSecr=1242354560"
"1041","01:50:29.361622274","151.101.65.140","10.0.0.214","TCP","1450","","443  >  53024 [ACK] Seq=54163 Ack=1993 Win=72192 Len=1384 TSval=1242354560 TSecr=2359524179 [TCP segment of a reassembled PDU]"
"1042","01:50:29.361634951","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=55547 Win=91776 Len=0 TSval=2359524193 TSecr=1242354560"
"1043","01:50:29.367403856","151.101.65.140","10.0.0.214","TCP","1450","","443  >  53024 [ACK] Seq=55547 Ack=1993 Win=72192 Len=1384 TSval=1242354566 TSecr=2359524179 [TCP segment of a reassembled PDU]"
"1044","01:50:29.367431328","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=56931 Win=94592 Len=0 TSval=2359524199 TSecr=1242354566"
"1045","01:50:29.367544423","151.101.65.140","10.0.0.214","TCP","1450","","443  >  53024 [ACK] Seq=56931 Ack=1993 Win=72192 Len=1384 TSval=1242354566 TSecr=2359524179 [TCP segment of a reassembled PDU]"
"1046","01:50:29.367551459","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=58315 Win=97408 Len=0 TSval=2359524199 TSecr=1242354566"
"1047","01:50:29.367544474","151.101.65.140","10.0.0.214","TCP","2834","","443  >  53024 [ACK] Seq=58315 Ack=1993 Win=72192 Len=2768 TSval=1242354566 TSecr=2359524181 [TCP segment of a reassembled PDU]"
"1048","01:50:29.367559579","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=61083 Win=102912 Len=0 TSval=2359524199 TSecr=1242354566"
"1049","01:50:29.368272398","151.101.65.140","10.0.0.214","TCP","4218","","443  >  53024 [ACK] Seq=61083 Ack=1993 Win=72192 Len=4152 TSval=1242354566 TSecr=2359524181 [TCP segment of a reassembled PDU]"
"1050","01:50:29.368281644","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=65235 Win=111232 Len=0 TSval=2359524200 TSecr=1242354566"
"1051","01:50:29.368396132","151.101.65.140","10.0.0.214","TCP","2834","","443  >  53024 [ACK] Seq=65235 Ack=1993 Win=72192 Len=2768 TSval=1242354566 TSecr=2359524181 [TCP segment of a reassembled PDU]"
"1052","01:50:29.368402591","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=68003 Win=116736 Len=0 TSval=2359524200 TSecr=1242354566"
"1053","01:50:29.369684029","151.101.65.140","10.0.0.214","TCP","1450","","443  >  53024 [ACK] Seq=68003 Ack=1993 Win=72192 Len=1384 TSval=1242354566 TSecr=2359524181 [TCP segment of a reassembled PDU]"
"1054","01:50:29.369690032","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=69387 Win=119552 Len=0 TSval=2359524201 TSecr=1242354566"
"1055","01:50:29.369802755","151.101.65.140","10.0.0.214","TCP","1450","","443  >  53024 [ACK] Seq=69387 Ack=1993 Win=72192 Len=1384 TSval=1242354566 TSecr=2359524181 [TCP segment of a reassembled PDU]"
"1056","01:50:29.369807099","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=70771 Win=122240 Len=0 TSval=2359524201 TSecr=1242354566"
"1057","01:50:29.370467253","151.101.65.140","10.0.0.214","TCP","1450","","443  >  53024 [ACK] Seq=70771 Ack=1993 Win=72192 Len=1384 TSval=1242354566 TSecr=2359524181 [TCP segment of a reassembled PDU]"
"1058","01:50:29.370475902","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=72155 Win=125056 Len=0 TSval=2359524202 TSecr=1242354566"
"1059","01:50:29.371348268","151.101.65.140","10.0.0.214","TCP","1450","","[TCP Out-Of-Order] 443  >  53024 [ACK] Seq=18179 Ack=1993 Win=72192 Len=1384 TSval=1242354566 TSecr=2359524181"
"1060","01:50:29.371375870","10.0.0.214","151.101.65.140","TCP","78","","[TCP Dup ACK 1058#1] 53024  >  443 [ACK] Seq=1993 Ack=72155 Win=125056 Len=0 TSval=2359524203 TSecr=1242354566 SLE=18179 SRE=19563"
"1061","01:50:29.374408566","151.101.65.140","10.0.0.214","TCP","1450","","[TCP Out-Of-Order] 443  >  53024 [ACK] Seq=19563 Ack=1993 Win=72192 Len=1384 TSval=1242354572 TSecr=2359524183"
"1062","01:50:29.374427139","10.0.0.214","151.101.65.140","TCP","78","","[TCP Dup ACK 1058#2] 53024  >  443 [ACK] Seq=1993 Ack=72155 Win=125056 Len=0 TSval=2359524206 TSecr=1242354566 SLE=19563 SRE=20947"
"1063","01:50:29.374408713","151.101.65.140","10.0.0.214","TCP","1450","","[TCP Out-Of-Order] 443  >  53024 [ACK] Seq=22331 Ack=1993 Win=72192 Len=1384 TSval=1242354572 TSecr=2359524183"
"1064","01:50:29.374437084","10.0.0.214","151.101.65.140","TCP","78","","[TCP Dup ACK 1058#3] 53024  >  443 [ACK] Seq=1993 Ack=72155 Win=125056 Len=0 TSval=2359524206 TSecr=1242354566 SLE=22331 SRE=23715"
"1065","01:50:29.374408745","151.101.65.140","10.0.0.214","TCP","2834","","443  >  53024 [ACK] Seq=72155 Ack=1993 Win=72192 Len=2768 TSval=1242354572 TSecr=2359524186 [TCP segment of a reassembled PDU]"
"1066","01:50:29.374442129","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=74923 Win=130560 Len=0 TSval=2359524206 TSecr=1242354572"
"1067","01:50:29.378081890","151.101.65.140","10.0.0.214","TLSv1.2","5602","","Change Cipher Spec, Ignored Unknown Record"
"1068","01:50:29.378094376","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=80459 Win=141696 Len=0 TSval=2359524209 TSecr=1242354572"
"1069","01:50:29.378081993","151.101.65.140","10.0.0.214","TLSv1.2","4218","","Ignored Unknown Record"
"1070","01:50:29.378105097","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=84611 Win=150016 Len=0 TSval=2359524209 TSecr=1242354573"
"1071","01:50:29.378082006","151.101.65.140","10.0.0.214","TLSv1.2","12522","","Ignored Unknown Record"
"1072","01:50:29.378111029","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=97067 Win=174848 Len=0 TSval=2359524210 TSecr=1242354574"
"1073","01:50:29.378362414","151.101.65.140","10.0.0.214","TLSv1.2","1450","","Ignored Unknown Record"
"1074","01:50:29.378364891","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=98451 Win=177664 Len=0 TSval=2359524210 TSecr=1242354574"
"1075","01:50:29.378362436","151.101.65.140","10.0.0.214","TLSv1.2","1450","","Ignored Unknown Record"
"1076","01:50:29.378368751","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=99835 Win=180352 Len=0 TSval=2359524210 TSecr=1242354575"
"1077","01:50:29.378500438","151.101.65.140","10.0.0.214","TLSv1.2","3620","","Ignored Unknown Record"
"1078","01:50:29.378503069","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=1993 Ack=103389 Win=187520 Len=0 TSval=2359524210 TSecr=1242354575"
"1079","01:50:29.454177410","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"1080","01:50:29.454197348","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","162","","Application Data"
"1081","01:50:29.454521245","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","218","","Application Data, Application Data"
"1082","01:50:29.455710932","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"1083","01:50:29.455723173","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","166","","Application Data"
"1084","01:50:29.456068981","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","500","","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1085","01:50:29.468859896","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=18968 Ack=10038 Win=99328 Len=0"
"1086","01:50:29.471459011","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","317","","Application Data"
"1087","01:50:29.471459154","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1088","01:50:29.471631035","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=10756 Ack=19242 Win=64128 Len=0"
"1089","01:50:29.472997210","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"1090","01:50:29.473031450","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","166","","Application Data"
"1091","01:50:29.473632670","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","222","","Application Data, Application Data"
"1092","01:50:29.478988239","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=19242 Ack=10756 Win=101376 Len=0"
"1093","01:50:29.478988419","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","312","","Application Data"
"1094","01:50:29.478988434","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1095","01:50:29.478988448","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","308","","Application Data"
"1096","01:50:29.478988463","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1097","01:50:29.478988478","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","315","","Application Data"
"1098","01:50:29.478988492","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1099","01:50:29.478988508","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","319","","Application Data"
"1100","01:50:29.479013989","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1101","01:50:29.479014008","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","307","","Application Data"
"1102","01:50:29.479014029","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1103","01:50:29.479649898","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=11052 Ack=20588 Win=64128 Len=0"
"1104","01:50:29.481173972","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"1105","01:50:29.481191062","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","163","","Application Data"
"1106","01:50:29.481504895","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","364","","Application Data, Application Data, Application Data, Application Data"
"1107","01:50:29.494982359","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=20588 Ack=11052 Win=102400 Len=0"
"1108","01:50:29.497297099","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","317","","Application Data"
"1109","01:50:29.497297123","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1110","01:50:29.497297139","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","422","","Application Data"
"1111","01:50:29.497297153","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1112","01:50:29.497512934","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=11487 Ack=21241 Win=64128 Len=0"
"1113","01:50:29.500832267","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=21241 Ack=11487 Win=103424 Len=0"
"1114","01:50:29.501421603","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","276","","Application Data"
"1115","01:50:29.501421655","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1116","01:50:29.501520806","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=11487 Ack=21474 Win=64128 Len=0"
"1117","01:50:29.501815190","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","276","","Application Data"
"1118","01:50:29.501815219","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1119","01:50:29.501863636","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=11487 Ack=21707 Win=64128 Len=0"
"1120","01:50:29.502535279","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"1121","01:50:29.502546256","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","163","","Application Data"
"1122","01:50:29.504672185","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","276","","Application Data"
"1123","01:50:29.504672270","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1124","01:50:29.504846123","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=11632 Ack=21940 Win=64128 Len=0"
"1125","01:50:29.517324012","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=21940 Ack=11632 Win=103424 Len=0"
"1126","01:50:29.518980605","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","276","","Application Data"
"1127","01:50:29.519143179","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1128","01:50:29.519172911","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=11632 Ack=22173 Win=64128 Len=0"
"1129","01:50:29.578110508","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"1130","01:50:29.578128952","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","166","","Application Data"
"1131","01:50:29.578589523","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","222","","Application Data, Application Data"
"1132","01:50:29.579228180","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"1133","01:50:29.579236837","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","162","","Application Data"
"1134","01:50:29.579967966","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","496","","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1135","01:50:29.581889302","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","370","","Application Data, Application Data, Application Data, Application Data"
"1136","01:50:29.599964869","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=22173 Ack=11780 Win=103424 Len=0"
"1137","01:50:29.599964992","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","317","","Application Data"
"1138","01:50:29.599965013","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1139","01:50:29.599965027","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=22447 Ack=12494 Win=105472 Len=0"
"1140","01:50:29.600492073","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=12790 Ack=22447 Win=64128 Len=0"
"1141","01:50:29.601820730","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","311","","Application Data"
"1142","01:50:29.601821032","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1143","01:50:29.601821055","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","307","","Application Data"
"1144","01:50:29.601821075","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1145","01:50:29.601935349","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","308","","Application Data"
"1146","01:50:29.601935380","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1147","01:50:29.601935398","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","317","","Application Data"
"1148","01:50:29.601935412","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1149","01:50:29.602291164","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=12790 Ack=23518 Win=64128 Len=0"
"1150","01:50:29.602419319","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"1151","01:50:29.602429742","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","163","","Application Data"
"1152","01:50:29.602738103","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","219","","Application Data, Application Data"
"1153","01:50:29.603577560","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","313","","Application Data"
"1154","01:50:29.603577679","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1155","01:50:29.603666451","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=13080 Ack=23788 Win=64128 Len=0"
"1156","01:50:29.605567722","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","304","","Application Data"
"1157","01:50:29.605567798","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1158","01:50:29.605660218","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=13080 Ack=24049 Win=64128 Len=0"
"1159","01:50:29.605844400","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"1160","01:50:29.605852277","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","163","","Application Data"
"1161","01:50:29.606626633","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","311","","Application Data"
"1162","01:50:29.606626695","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1163","01:50:29.606790900","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=13225 Ack=24317 Win=64128 Len=0"
"1164","01:50:29.607011025","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"1165","01:50:29.607023984","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","163","","Application Data"
"1166","01:50:29.621451597","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=24317 Ack=12935 Win=106496 Len=0"
"1167","01:50:29.624771283","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","276","","Application Data"
"1168","01:50:29.624771468","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1169","01:50:29.624923045","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=13370 Ack=24550 Win=64128 Len=0"
"1170","01:50:29.625242384","10.0.0.214","151.101.1.140","TCP","74","","56046  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=363202315 TSecr=0 WS=128"
"1171","01:50:29.627595013","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=24550 Ack=13370 Win=107520 Len=0"
"1172","01:50:29.630108869","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","276","","Application Data"
"1173","01:50:29.630108927","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1174","01:50:29.630249514","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=13370 Ack=24783 Win=64128 Len=0"
"1175","01:50:29.631072646","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","279","","Application Data"
"1176","01:50:29.631072677","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1177","01:50:29.631221394","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=13370 Ack=25019 Win=64128 Len=0"
"1178","01:50:29.632854105","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","299","","Application Data"
"1179","01:50:29.632854170","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1180","01:50:29.632961241","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=13370 Ack=25275 Win=64128 Len=0"
"1181","01:50:29.647224021","151.101.1.140","10.0.0.214","TCP","74","","443  >  56046 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1396 SACK_PERM=1 TSval=277292310 TSecr=363202315 WS=512"
"1182","01:50:29.647269951","10.0.0.214","151.101.1.140","TCP","66","","56046  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=363202337 TSecr=277292310"
